"IssuerID","State","Plan Type","Global_rate","S1_rate","S1D1_rate","S1D1C1_rate","S1D1C2_rate","S1D1C3_rate","S1D1C4_rate","S1D2_rate","S1D2C5_rate","S1D3_rate","S1D3C6_rate","S1D3C7_rate","S1D3C8_rate","S1D3C9_rate","S2_rate","S2D9_rate","S2D9C15_rate","S2D6_rate","S2D6C12_rate","S3_rate","S3D7_rate","S3D7C13_rate","S3D8_rate","S3D8C14_rate","S1D1C1M1_den","S1D1C1M1_rate","S1D1C2M2_den","S1D1C2M2_rate","S1D1C2M3_den","S1D1C2M3_rate","S1D1C2M4_den","S1D1C2M4_rate","S1D1C2M5_den","S1D1C2M5_rate","S1D1C3M6_den","S1D1C3M6_rate","S1D1C3M7_den","S1D1C3M7_rate","S1D1C3M8_den","S1D1C3M8_rate","S1D1C4M9_den","S1D1C4M9_rate","S1D1C4M10_den","S1D1C4M10_rate","S1D1C4M12_den","S1D1C4M12_rate","S1D1C4M13_den","S1D1C4M13_rate","S1D2C5M14_den","S1D2C5M14_rate","S1D2C5M15_den","S1D2C5M15_rate","S1D3C6M16_den","S1D3C6M16_rate","S1D3C6M17_den","S1D3C6M17_rate","S1D3C6M18_den","S1D3C6M18_rate","S1D3C7M19_den","S1D3C7M19_rate","S1D3C7M20_den","S1D3C7M20_rate","S1D3C8M21_den","S1D3C8M21_rate","S1D3C8M23_den","S1D3C8M23_rate","S1D3C8M24_den","S1D3C8M24_rate","S1D3C8M25_den","S1D3C8M25_rate","S1D3C9M26_den","S1D3C9M26_rate","S1D3C9M27_den","S1D3C9M27_rate","S1D3C9M47_den","S1D3C9M47_rate","S1D3C9M30_den","S1D3C9M30_rate","S1D3C9M31_den","S1D3C9M31_rate","S1D3C9M32_den","S1D3C9M32_rate","S2D9C15M33_den","S2D9C15M33_rate","S2D9C15M34_den","S2D9C15M34_rate","S2D6C12M36_den","S2D6C12M36_rate","S2D6C12M37_den","S2D6C12M37_rate","S2D6C12M38_den","S2D6C12M38_rate","S3D7C13M39_den","S3D7C13M39_rate","S3D7C13M40_den","S3D7C13M40_rate","S3D7C13M41_den","S3D7C13M41_rate","S3D7C13M42_den","S3D7C13M42_rate","S3D8C14M43_den","S3D8C14M43_rate","S3D8C14M44_den","S3D8C14M44_rate","S3D8C14M45_den","S3D8C14M45_rate"
54235,NY,HMO,3,3,4,3,4,3,4,4,4,4,3,2,4,2,2,2,2,2,2,2,3,3,1,1,49,0.6122449,46,0.6195652,26,0.2307692,.,NR,57,0.3421053,411,0.5085158,686,0.728863,913,0.694414,298,0.5872483,298,0.6409396,298,0.9228188,297,0.7104377,664,0.875,151,0.7077642,567,0.707231,2425,0.617732,410,0.5682927,75,0.6266667,75,0.72,342,0.751462,119,0.5882353,205,0.604878,21,0.5396825,731,0.0957592,18,0.6666667,35,0.1142857,401,0.674148,16,0.75,110,0.8818182,203,0.704274373,178,0.792003046,178,0.687478017,162,0.840710613,144,0.843142767,54,0.9074074,46,0.9565217,55,0.2909091,45,0.8222222,177,0.365637157,161,0.613229403,216,0.60037961
56184,NY,HMO,4,4,3,3,3,3,4,4,4,4,4,4,4,CSR-I,3,3,3,2,2,3,3,3,1,1,132,0.5530303,143,0.6713287,19,0.5263158,.,NR,175,0.2,411,0.6350365,2650,0.774717,2802,0.7155603,411,0.5644769,411,0.6155718,411,0.9099757,791,0.7168142,2946,0.8628649,354,0.6266585,2105,0.7577197,411,0.6715328,411,0.6009732,79,0.7468354,79,0.9113924,411,0.86618,320,0.6125,277,0.5415162,64,0.7306548,.,NB,13,0.5384615,29,0.2413793,411,0.7810219,8,1,83,0.8554217,261,0.752778017,235,0.831228448,234,0.736213972,211,0.864615276,152,0.835070199,49,0.9795918,31,0.9032258,173,0.3410405,176,0.7102273,206,0.430493559,159,0.671365838,283,0.638329748
56503,FL,HMO,3,3,3,2,2,3,3,4,4,4,3,3,4,3,3,3,3,3,3,4,3,3,4,4,109,0.4954128,520,0.5442308,90,0.5,7,0.6060606,581,0.1643718,411,0.7201946,3417,0.6751536,3705,0.6105263,411,0.4939173,411,0.6423358,411,0.9367397,1312,0.6158537,3647,0.8936112,730,0.7983725,1783,0.741447,411,0.5255474,411,0.5450122,142,0.6690141,142,0.8028169,411,0.9610706,679,0.544919,236,0.4110169,61,0.6677377,.,NB,53,0.8679245,70,0.2428571,411,0.7493917,46,0.826087,356,0.761236,232,0.765890134,202,0.797417915,197,0.813847401,190,0.85886166,126,0.814598567,28,0.6071429,85,0.8352941,240,0.425,309,0.7605178,208,0.545854933,189,0.741134437,247,0.742862586
56503,FL,POS,4,4,3,CSR-I,CSR-I,3,4,5,5,4,4,CSR-I,3,CSR-I,3,3,3,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,7,0.4285714,24,0.5208334,2,0,.,NR,44,0.1704546,324,0.7037037,210,0.7238095,213,0.6338028,124,0.5403226,124,0.7741935,124,0.9112903,61,0.5737705,212,0.9009434,45,0.6598918,113,0.7876106,411,0.5206813,371,0.606469,5,0.8,5,1,411,0.9245742,43,0.5348837,127,0.4645669,23,0.5609903,.,NB,3,0.6666667,4,0,73,0.6894977,1,1,18,0.7222222,117,0.795723383,108,0.827077541,104,0.783543644,99,0.878271029,73,0.823788832,0,0,2,1,9,0.3333333,21,0.8571429,98,0.523819233,95,0.741301841,128,0.734023921
56707,OR,EPO,4,4,4,2,4,4,4,4,4,4,4,5,4,3,2,2,2,2,2,3,4,4,2,2,341,0.5337243,815,0.6564417,80,0.5625,17,0.7083334,772,0.3762953,411,0.7153285,6782,0.8134769,5752,0.7870306,411,0.6131387,411,0.6739659,411,0.9075426,2202,0.7747502,7573,0.8361284,874,0.639621,4845,0.7446852,384,0.6953125,388,0.6752577,229,0.8908297,229,0.9519651,120,0.9416667,849,0.401649,247,0.5101215,30,0.6475096,1644,0.5115572,165,0.8181818,217,0.2764977,354,0.8032015,139,0.7985612,998,0.751503,215,0.711769018,181,0.831009997,198,0.728541198,164,0.863943297,104,0.816318708,155,0.9483871,194,0.9381443,205,0.4341463,678,0.8495575,191,0.458854178,183,0.709817081,251,0.604641027
57129,MN,PPO,3,3,5,4,4,5,4,3,3,4,4,4,2,3,3,4,4,3,3,3,4,4,1,1,105,0.6857143,191,0.7225131,25,0.2,6,0.2916667,137,0.2737227,411,0.8077859,1834,0.8522356,1816,0.8298458,411,0.6009732,411,0.6423358,411,0.8856448,566,0.8215548,2477,0.8243843,439,0.854208,1856,0.7133621,411,0.6618005,411,0.6642336,53,0.8490566,53,0.8490566,411,0.9172749,235,0.3744681,304,0.4407895,90,0.4901789,.,NB,36,0.8333333,61,0.2786885,411,0.6812652,27,0.8888889,185,0.7675676,244,0.762010731,191,0.861937055,205,0.747687139,173,0.880558793,105,0.852607766,73,0.8356164,47,0.9574468,77,0.4415584,183,0.9125683,219,0.389513455,161,0.654003065,301,0.598481131
58326,WI,HMO,3,3,4,CSR-I,3,4,4,4,4,4,3,CSR-I,3,CSR-I,3,3,3,3,3,3,CSR-I,CSR-I,2,2,28,0.7142857,53,0.6320755,11,0.5454545,.,NR,45,0.3111112,411,0.7420925,737,0.7462687,767,0.6923077,305,0.5901639,305,0.6327869,305,0.9278689,281,0.7117438,781,0.84379,109,0.5672096,148,0.7297297,411,0.5328467,411,0.5523114,21,0.952381,21,0.8571429,411,0.9513382,106,0.509434,246,0.3780488,74,0.5486478,.,NB,9,0.4444444,10,0.2,194,0.742268,2,1,63,0.7936508,218,0.763071209,174,0.818763023,186,0.777706573,160,0.858018115,117,0.849096211,8,1,3,1,23,0.3913043,47,0.8085106,190,0.451986567,171,0.69962148,256,0.677445224
58594,MI,HMO,2,2,1,CSR-I,1,3,2,4,4,3,2,CSR-I,3,CSR-I,2,1,1,2,2,3,CSR-I,CSR-I,2,2,12,0.75,34,0.5441177,16,0.1875,.,NR,53,0.0849057,385,0.6545455,543,0.7090239,379,0.6068602,238,0.3823529,238,0.4411765,238,0.8739496,195,0.625641,452,0.8207965,30,0.4141644,76,0.6710526,411,0.4671533,411,0.3698297,26,0.7307692,26,0.9230769,411,0.9440389,49,0.5510204,255,0.3647059,30,0.5888889,.,NB,4,0,3,0.3333333,163,0.5623722,1,1,65,0.7538462,236,0.668877924,189,0.79624988,176,0.726708468,174,0.840968303,96,0.856208164,3,1,10,1,14,0.2142857,48,0.9375,233,0.420559041,223,0.695689432,267,0.663970401
59025,NH,HMO,4,3,4,4,3,4,3,4,4,4,3,3,4,CSR-I,4,4,4,4,4,4,4,4,3,3,72,0.6666667,275,0.5872727,83,0.3373494,.,NR,497,0.3430584,411,0.6593674,982,0.793279,838,0.74821,407,0.5479115,407,0.5626536,407,0.8599509,337,0.7863501,950,0.8610526,331,0.7342406,609,0.7192118,395,0.556962,410,0.5853659,70,0.7285714,70,0.8857143,270,0.8740741,227,0.5286344,276,0.5652174,56,0.5595238,.,NB,12,0.9166667,11,0.1818182,208,0.8269231,7,0.7142857,57,0.9122807,261,0.774267746,235,0.857477222,242,0.801265526,211,0.876347732,165,0.873319261,28,0.9642857,31,0.9677419,93,0.4193548,187,0.7914439,234,0.485756169,179,0.726267288,283,0.699936291
59763,MA,HMO,4,4,4,3,3,4,4,4,4,4,4,5,4,3,3,3,3,4,4,4,4,4,3,3,636,0.5597484,1339,0.6598208,356,0.5252809,10,0.2222222,1598,0.2512516,411,0.7080292,12214,0.7852464,12215,0.70921,380,0.6868421,380,0.6368421,380,0.9105263,4528,0.7148852,12974,0.8432249,1923,0.6715706,7377,0.7650807,335,0.7223881,380,0.6473684,240,0.8666667,240,0.9458333,147,0.9591837,1938,0.6904025,255,0.4941176,74,0.4937677,.,NB,73,0.8630137,73,0.2191781,207,0.884058,51,0.7647059,440,0.8795455,246,0.753742946,205,0.847851324,207,0.801455451,186,0.886698305,125,0.857697297,111,0.954955,132,0.9848485,443,0.537246,2020,0.7762376,222,0.486212447,199,0.690036628,268,0.752841989
60536,SD,PPO,4,4,4,4,2,4,3,5,5,4,3,4,2,3,4,4,4,4,4,3,2,2,3,3,86,0.6511628,236,0.6504238,4,0.25,9,0.4807693,176,0.1448864,411,0.649635,1796,0.8385301,1351,0.8053294,411,0.4744526,411,0.56691,411,0.8832117,580,0.8189655,2142,0.875817,64,0.4848093,1110,0.6612613,411,0.6618005,411,0.4622871,176,0.8522727,176,0.9431818,196,0.9030612,291,0.3298969,281,0.4483986,104,0.5744337,1678,0.4523242,81,0.9135802,56,0.4464286,411,0.540146,42,0.5952381,388,0.5257732,237,0.788680636,195,0.868217892,203,0.797095385,186,0.884449598,101,0.859802011,170,0.8411765,104,0.8076923,128,0.234375,360,0.8361111,218,0.483629104,151,0.751252348,284,0.712844149
60597,ID,HMO,NG,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,1,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,0,0,4,0.5,2,0.5,.,NR,5,0.3,18,0.0555556,24,0.7916667,19,0.6842105,8,0.25,8,0.25,8,0.875,8,0.5,15,1,8,0,2,0,116,0.3448276,18,0.3333333,12,0.3333333,12,0.0833333,56,0.6607143,13,0.3846154,32,0.34375,5,0.2666667,3,0,1,1,1,0,36,0.0555556,2,0.5,10,0.6,26,0.734980656,19,0.817315321,21,0.755249432,18,0.885627712,12,0.825071142,3,1,2,1,2,0,3,0,26,0.41687881,17,0.7147481,31,0.698920244
60612,HI,HMO,4,3,3,CSR-I,3,4,4,3,3,5,5,4,4,CSR-I,3,1,1,4,4,5,CSR-I,CSR-I,4,4,29,0.4827586,51,0.6568628,10,0.7,2,0.3333334,51,0.2156863,411,0.7323601,678,0.7300885,675,0.7185185,411,0.620438,507,0.5700197,507,0.9487179,298,0.6946309,799,0.873592,151,0.9667165,900,0.8366667,3164,0.6908976,2201,0.7905498,55,0.8181818,55,0.8545455,3485,0.9569584,80,0.6875,366,0.4781421,39,0.5447593,.,NB,12,0.5,21,0.4761905,100,0.97,11,0.9090909,94,0.8191489,356,0.693909571,288,0.783642297,294,0.817765695,247,0.877377922,184,0.850314409,7,1,16,0.8125,17,0.5882353,87,0.8045977,350,0.547145131,319,0.73608048,391,0.75824653
60829,MI,HMO,4,3,4,4,3,3,4,4,4,4,4,5,3,CSR-I,3,3,3,4,4,5,5,5,2,2,32,0.6875,95,0.6789474,19,0.7368421,3,0.75,56,0.2142858,411,0.6958637,817,0.747858,546,0.6904762,326,0.4785276,326,0.6687117,326,0.9171779,226,0.7079646,825,0.8472727,113,0.7275667,308,0.6850649,392,0.6505102,410,0.6317073,41,0.8536585,41,0.9756098,240,0.95,133,0.518797,267,0.3820225,74,0.5135135,.,NB,20,0.9,29,0.3793103,321,0.8816199,13,0.9230769,128,0.8203125,248,0.74315349,204,0.832580754,207,0.782662186,196,0.871896849,116,0.869493838,29,1,29,0.9655172,44,0.5227273,78,0.9358974,205,0.422233052,170,0.732272703,273,0.685452953
61589,ID,POS,3,2,3,2,3,4,3,4,4,3,3,3,2,2,3,3,3,4,4,3,3,3,2,2,167,0.5149701,564,0.7101064,90,0.3666667,7,0.0454546,481,0.1891892,411,0.6423358,4289,0.8151084,3044,0.7930355,411,0.4111922,411,0.620438,411,0.8734793,1716,0.7470862,5251,0.7907065,508,0.6403737,2922,0.6201232,411,0.5620438,411,0.56691,411,0.6934307,411,0.7761557,366,0.9125683,907,0.3428886,240,0.4,60,0.4611111,641,0.7706708,67,0.5820896,107,0.2336449,411,0.4890511,57,0.6491228,1059,0.598678,214,0.742991944,183,0.83405287,187,0.772547637,170,0.893375479,101,0.840705479,115,0.8,176,0.9147727,301,0.2358804,527,0.8064516,189,0.443383383,144,0.683513833,242,0.656399041
61589,ID,PPO,NG,2,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,3,3,4,4,CSR-I,2,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,2,1,6,0.5,3,0.6666667,.,NR,6,0.0833334,28,0.5714286,41,0.7317073,28,0.8214286,10,0.1,10,0.6,10,1,16,0.5625,43,0.8139535,4,0,29,0.7241379,135,0.6962963,66,0.530303,9,0.5555556,9,0.6666667,156,0.8205128,11,0.1818182,31,0.3548387,5,0.8,13,0.4615385,2,0.5,1,0,52,0.5897436,3,0.6666667,23,0.5217391,27,0.623612147,22,0.758180675,20,0.686087873,17,0.857886606,15,0.8083255,4,0.5,2,1,4,0.5,4,0.5,19,0.385094588,13,0.579146717,31,0.61365103
61836,WA,HMO,3,3,3,2,2,4,4,4,4,4,3,3,3,3,3,2,2,3,3,3,3,3,2,2,103,0.4854369,489,0.6329244,52,0.2884615,3,0.75,464,0.2015086,411,0.6350365,6214,0.7962665,5557,0.7466259,411,0.5158151,411,0.5888078,411,0.9416058,2710,0.7575646,5814,0.8450292,427,0.5632137,1850,0.6216216,411,0.486618,411,0.4890511,215,0.6930233,215,0.7906977,411,0.8540146,645,0.4325581,255,0.5764706,41,0.4715447,.,NB,25,0.92,34,0.3823529,411,0.6618005,8,0.75,397,0.7178841,242,0.71062083,205,0.831760814,200,0.786094261,187,0.889168848,109,0.821468333,38,0.8684211,58,0.9655172,185,0.4054054,494,0.7631579,225,0.500251963,190,0.686410155,268,0.680012422
62141,AR,PPO,3,2,2,2,2,2,2,4,4,2,2,2,3,1,5,4,4,5,5,4,2,2,5,5,302,0.4900662,2597,0.4703504,1009,0.258672,6,0.35,2873,0.290811,411,0.5012165,11685,0.6652974,7779,0.6476411,411,0.3917275,411,0.4501217,411,0.8783455,3962,0.6342756,10542,0.8742174,3174,0.7439614,2367,0.5378116,411,0.4452555,411,0.4525547,405,0.5580247,405,0.6987654,250,0.808,2244,0.5574866,232,0.4612069,148,0.524312,18,0,30,0.2333333,46,0.0652174,411,0.459043,16,0.4375,276,0.6014493,221,0.805181677,196,0.881524153,196,0.876905825,185,0.929901214,111,0.889100869,73,0.7808219,65,0.8307692,1472,0.2160326,2067,0.6715046,205,0.636299797,184,0.779434391,233,0.834047378
63312,CO,HMO,2,2,5,5,4,4,3,1,1,3,2,CSR-I,2,CSR-I,3,3,3,3,3,3,CSR-I,CSR-I,2,2,32,1,38,0.8421053,6,0,.,NR,44,0.2727273,394,0.4390863,513,1,402,1,188,0.3191489,188,0.3670213,188,0.8351064,152,1,655,0.6839695,90,1.2668384,497,0.6277666,411,0.4452555,411,0.4184915,21,0.2857143,21,0.3333333,411,0.7323601,73,0.2739726,204,0.5441176,46,0.5362319,.,NB,14,0.1428571,10,0.2,144,0.3217593,9,0.2222222,74,0.4054054,173,0.76476319,150,0.817879885,150,0.770126781,138,0.851727204,83,0.84727902,9,0.7777778,11,0.7272727,26,0.3076923,26,0.6538462,171,0.488030054,143,0.720335077,203,0.644153557
63474,OR,EPO,NG,1,3,CSR-I,CSR-I,3,3,1,1,2,2,CSR-I,2,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,3,0.6666667,15,0.5333334,1,0,.,NR,19,0.2368421,71,0.4788732,108,0.8055556,98,0.7653061,44,0.4772727,44,0.3409091,44,0.8863636,40,0.775,89,0.7191011,15,0.5651633,17,0.5882353,310,0.4290323,99,0.4848485,9,0.7777778,9,0.8888889,179,0.2122905,16,0.375,63,0.5238095,2,0.8333333,30,0.1666667,0,0,4,0.5,25,0.64,1,1,8,0.875,60,0.736758479,46,0.898110336,53,0.801175524,44,0.914659823,34,0.881222246,0,0,1,1,5,0.6,6,0.5,52,0.435825999,41,0.708686336,65,0.670425161
64353,OH,HMO,3,3,3,4,3,3,3,4,4,3,1,3,3,2,3,3,3,3,3,3,2,2,2,2,59,0.6949153,258,0.6375969,65,0.3076923,6,0.7,263,0.2395438,411,0.5547445,3087,0.7563978,2703,0.682205,411,0.350365,411,0.5352798,411,0.9172749,1114,0.6992819,3286,0.8247109,343,0.5565813,769,0.5591678,411,0.4014599,411,0.4014599,62,0.6290323,62,0.8225806,411,0.8150852,250,0.348,299,0.4816054,151,0.6205592,.,NB,22,0.8181818,30,0.2333333,411,0.5036496,15,0.8,195,0.774359,280,0.750062458,240,0.838129261,251,0.748482915,231,0.869110329,156,0.848904663,50,0.84,46,0.8913043,152,0.2763158,107,0.7196262,254,0.485035598,207,0.678609145,306,0.643043679
66252,TX,HMO,2,2,1,2,1,2,2,4,4,2,2,2,2,1,3,3,3,4,4,3,2,2,3,3,100,0.52,317,0.5031546,55,0.1818182,10,0.5833334,235,0.1638298,411,0.5790754,3914,0.6331119,3259,0.579012,411,0.3819951,411,0.3698297,411,0.892944,1678,0.5560191,4163,0.8599568,583,0.8366811,997,0.6198596,411,0.4233577,411,0.3990268,100,0.5,100,0.76,411,0.9148418,263,0.4334601,234,0.465812,43,0.4496124,2235,0.0742729,65,0.7384615,70,0.2285714,411,0.2992701,35,0.3142857,374,0.5026738,227,0.749645918,197,0.845486404,190,0.80734741,181,0.903639856,120,0.838109846,78,0.7948718,179,0.8938547,228,0.3114035,222,0.6621622,203,0.507113355,181,0.722082821,237,0.733283976
66699,CO,HMO,NG,3,CSR-I,CSR-I,CSR-I,4,CSR-I,4,4,4,4,CSR-I,4,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,2,0.5,17,0.5294118,4,0,.,NR,31,0.4032259,52,0.7307692,67,0.8507463,70,0.8285714,28,0.5357143,28,0.5714286,28,0.8571429,13,0.6923077,76,0.8289474,15,0.6586747,8,0.375,226,0.6150442,82,0.6341463,6,0.8333333,6,1,172,0.9593023,9,0.4444444,70,0.5142857,26,0.6282051,.,NB,1,1,0,0,16,0.8541667,1,1,9,0.8888889,69,0.664104681,57,0.810635852,59,0.765265619,54,0.887842525,39,0.829359279,1,1,0,0,0,0,5,0.6,60,0.517397532,61,0.675317477,75,0.658165554
67138,CA,HMO,2,3,3,2,2,3,4,4,4,3,3,3,3,2,1,1,1,2,2,3,2,2,2,2,365,0.5205479,1319,0.5322214,167,0.4011976,8,0.2916667,1339,0.195295,411,0.6277372,24257,0.7235025,23037,0.6267743,411,0.4914842,411,0.5839416,411,0.9391727,12478,0.71021,23075,0.8667822,2320,0.706766,14710,0.689463,398,0.5603015,411,0.5109489,348,0.658046,348,0.8764368,229,0.8908297,1606,0.4719801,180,0.4555556,39,0.5042735,3004,0.2027297,92,0.576087,142,0.2394366,409,0.6120619,64,0.359375,649,0.6594761,181,0.66215038,159,0.762661808,159,0.75081564,154,0.827992191,91,0.795229413,80,0.55,180,0.8722222,1597,0.2917971,984,0.7703252,167,0.510480921,155,0.637348935,193,0.700132602
67183,MI,HMO,3,2,3,3,2,3,3,3,3,4,3,4,4,3,3,2,2,3,3,3,3,3,2,2,40,0.625,76,0.6381579,21,0.2380952,.,NR,136,0.1838235,453,0.5739514,2129,0.7519962,1893,0.6619123,453,0.4282561,453,0.5518764,453,0.9403974,977,0.6509724,2192,0.8330292,171,0.9397966,325,0.7292308,450,0.4533333,453,0.4834437,88,0.8409091,88,0.9090909,453,0.9315673,248,0.5241935,282,0.4255319,70,0.6516846,0,0,28,0.7857143,39,0.2820513,453,0.8094187,17,0.7647059,287,0.8188153,265,0.716928353,234,0.803305645,229,0.782891498,222,0.8679747,119,0.842534926,32,0.8125,35,0.8857143,71,0.3521127,139,0.8273381,255,0.459671421,231,0.688956879,290,0.709638691
67243,LA,POS,4,3,4,5,3,3,3,4,4,4,3,3,3,2,5,4,4,5,5,3,1,1,4,4,30,0.7666667,64,0.6640625,21,0.3333333,.,NR,63,0.1984127,411,0.6155718,1442,0.7434119,1184,0.6993243,548,0.5529197,548,0.5273723,548,0.9032847,527,0.686907,2033,0.8647319,143,0.8251109,570,0.6894737,411,0.513382,411,0.6058394,43,0.744186,43,0.7906977,411,0.8345499,161,0.4658385,229,0.4847162,52,0.5604575,743,0.5531629,24,0.8333333,23,0.3043478,411,0.4639092,27,0.7037037,159,0.6352201,225,0.811329247,207,0.873963011,196,0.799910064,192,0.912411587,118,0.874602596,35,0.6285714,46,0.6086957,92,0.25,98,0.7346939,189,0.521068279,170,0.771462039,235,0.722112599
68781,UT,HMO,3,2,3,2,3,3,3,3,3,4,3,4,2,3,3,3,3,3,3,4,3,3,3,3,611,0.512275,2110,0.5748815,562,0.4483986,123,0.3996685,1394,0.3425395,411,0.6350365,8914,0.7092214,7248,0.6811534,395,0.521519,395,0.6151899,395,0.9012658,3935,0.6101652,10430,0.7606903,1931,0.7112782,6673,0.6193616,376,0.5452128,380,0.6315789,250,0.76,250,0.936,120,0.9333333,3758,0.3507185,301,0.4352159,25,0.3811111,207,0.8405797,288,0.7673611,1246,0.2030498,401,0.6866168,1134,0.7477954,8048,0.6532058,277,0.773508277,218,0.797606901,240,0.782845618,201,0.8627094,151,0.829486248,1056,0.8712121,1303,0.9247889,696,0.3864943,1178,0.7419355,275,0.497243969,227,0.758926281,309,0.691233641
70194,PA,EPO,3,3,4,3,4,4,4,4,4,4,3,4,3,3,3,2,2,3,3,3,4,4,1,1,62,0.6290323,190,0.7368422,39,0.4615385,.,NR,145,0.262069,411,0.6447689,1843,0.8334238,1649,0.8004851,411,0.5474453,411,0.6374696,411,0.9026764,683,0.7862372,2163,0.8146093,292,0.6633245,815,0.6871166,411,0.4841849,411,0.5742092,63,0.8730159,63,0.8412698,411,0.9562044,164,0.347561,204,0.4705882,17,0.372549,820,0.4207317,22,0.7272727,28,0.2857143,411,0.7623682,11,0.7272727,137,0.8613139,180,0.730121256,152,0.809062046,152,0.741296966,140,0.867413918,104,0.866074521,22,0.8181818,27,0.9259259,132,0.4469697,148,0.7905405,179,0.423462063,139,0.644300002,207,0.626550476
70285,CA,HMO,3,2,3,2,2,3,3,4,4,3,3,2,2,2,3,2,2,4,4,3,2,2,3,3,122,0.4918033,446,0.5997758,141,0.3049645,4,0.45,764,0.1832461,411,0.6131387,8866,0.6766298,7965,0.5953547,411,0.4622871,411,0.5644769,411,0.9367397,4108,0.6545764,7199,0.8253924,421,0.6815641,2865,0.6917976,411,0.4841849,411,0.5109489,233,0.6180258,233,0.776824,360,0.7916667,927,0.4865156,150,0.4466667,15,0.5777778,3293,0.1782569,58,0.637931,87,0.2413793,411,0.6017843,55,0.6363636,488,0.6536885,146,0.710722608,133,0.805084133,118,0.802332614,122,0.883933727,85,0.808132694,47,0.7021277,105,0.9142857,251,0.2868526,469,0.7697228,143,0.496577721,128,0.687917665,156,0.763581012
70285,CA,PPO,3,2,3,2,3,3,3,4,4,3,3,3,2,2,3,2,2,3,3,3,3,3,2,2,1576,0.501269,4169,0.5582874,872,0.3830275,62,0.4634921,5078,0.2307011,411,0.5620438,40992,0.6981118,38850,0.6362677,411,0.4087591,411,0.6350365,411,0.8759124,16654,0.65786,41300,0.8257869,7812,0.6999809,33918,0.6527213,411,0.5985401,411,0.4890511,366,0.6284153,366,0.8387978,360,0.6694444,5583,0.4934623,125,0.472,19,0.4385965,27063,0.253187,411,0.6326034,411,0.2262774,411,0.5774534,643,0.718507,4709,0.7445317,123,0.725240394,110,0.810463491,109,0.777271318,105,0.850895732,79,0.816676619,626,0.7795527,1457,0.9121482,3760,0.2875,4760,0.8086134,113,0.459210515,99,0.657497617,132,0.70759754
70525,AR,POS,2,1,1,3,1,2,1,3,3,1,1,1,1,CSR-I,5,5,5,5,5,4,2,2,5,5,42,0.547619,505,0.390099,255,0.2313725,.,NR,623,0.2544142,411,0.5279805,1782,0.5622896,1123,0.5387355,602,0.3571429,602,0.0398671,602,0.8538206,573,0.5427574,1276,0.8612853,707,0.9004529,521,0.3589251,4450,0.3802247,1352,0.2655325,303,0.2244224,303,0.2871287,3934,0.3108795,623,0.576244,150,0.3333333,88,0.4852889,.,NB,0,0,0,0,47,0,0,0,17,0.7647059,140,0.847997563,126,0.871419567,122,0.8924153,114,0.896415968,72,0.906180894,0,0,1,1,289,0.2629758,530,0.7358491,126,0.588669041,101,0.747327319,150,0.844232974
70893,GA,HMO,3,3,3,2,2,3,3,5,5,3,2,2,3,2,3,2,2,4,4,3,2,2,4,4,536,0.488806,1796,0.5612472,598,0.3327759,12,0.1739131,1789,0.2188373,411,0.4647202,25555,0.7582469,22882,0.6982781,411,0.3844282,411,0.5474453,411,0.9075426,11404,0.7092248,31049,0.903604,2365,0.6366643,6281,0.5734756,411,0.5182482,411,0.4184915,411,0.6082725,411,0.7445255,240,0.8458333,4398,0.5220555,242,0.4834711,45,0.562963,174,0.2643678,107,0.7102804,311,0.2090032,411,0.6277372,43,0.4883721,1894,0.6119324,236,0.715904184,202,0.81485281,208,0.814960304,188,0.865102535,118,0.853740942,226,0.7876106,335,0.7970149,2009,0.2175212,2267,0.7375386,232,0.568002449,198,0.719647411,254,0.756793644
71287,OR,EPO,4,4,4,2,4,4,5,4,4,5,4,5,4,5,2,1,1,3,3,5,CSR-I,CSR-I,4,4,148,0.5337838,471,0.7176221,13,0.8461538,4,0.3333334,309,0.2556634,1823,0.6752606,2371,0.8080978,1837,0.7713664,1384,0.7189306,1384,0.6481214,1384,0.9328035,930,0.7505376,3367,0.8562519,350,0.622468,2217,0.7447,11099,0.6190648,5871,0.6624084,168,0.8869048,168,0.9761905,10500,0.9381905,438,0.6621005,270,0.462963,50,0.5970491,281,0.6548043,56,0.8928571,36,0.5,857,0.9474912,39,0.9230769,289,0.83391,239,0.679004009,180,0.788219479,202,0.776855835,151,0.869149768,98,0.842875691,13,0.8461538,13,0.9230769,21,0.8095238,253,0.8616601,238,0.526279391,221,0.747984613,278,0.714209422
